,date,varname,value,participant,asset_type,asset_or_liability
4648,1970-04-01,Federal government defined contribution retirement funds; Treasury securities held by Thrift Savings Plan G Fund; asset,0.0,federal_government_defined_contribution_retirement_funds,treasury_securities_held_by_thrift_savings_plan_g_fund,asset
4649,1970-04-01,Federal government defined benefit retirement funds; nonmarketable Treasury securities; asset,26910.0,federal_government_defined_benefit_retirement_funds,nonmarketable_treasury_securities,asset
4650,1970-04-01,Other financial business; nonmarketable Treasury securities held by Federal Reserve credit facility LLCs; asset ,0.0,other_financial_business,nonmarketable_treasury_securities_held_by_federal_reserve_credit_facility_llcs,asset
4651,1970-04-01,Federal government; other nonmarketable Treasury securities; liability,199.0,federal_government,other_nonmarketable_treasury_securities,liability
4652,1970-04-01,All sectors; Treasury securities; asset,300478.0,all_sectors,treasury_securities,asset
4653,1970-04-01,Households and nonprofit organizations; Treasury securities; asset,88736.0,households_and_nonprofit_organizations,treasury_securities,asset
4654,1970-04-01,Z1/Z1/FL313161400.Q.1,51593.0,,,
4655,1970-04-01,"Households and nonprofit organizations; Treasury securities, excluding U.S. savings securities; asset",37143.0,households_and_nonprofit_organizations,treasury_securities_excluding_u.s._savings_securities,asset
4656,1970-04-01,Nonfinancial corporate business; Treasury securities; asset,6065.0,nonfinancial_corporate_business,treasury_securities,asset
4657,1970-04-01,Nonfinancial noncorporate business; total U.S. government securities; asset,600.0,nonfinancial_noncorporate_business,total_u.s._government_securities,asset
4658,1970-04-01,"State and local governments; Treasury securities, including SLGS; asset",24366.0,state_and_local_governments,treasury_securities_including_slgs,asset
4659,1970-04-01,Z1/Z1/FL213061120.Q.1,0.0,,,
4660,1970-04-01,"State and local governments; Treasury securities, excluding SLGS; asset",24366.0,state_and_local_governments,treasury_securities_excluding_slgs,asset
4661,1970-04-01,Monetary authority; total Treasury securities; asset,57714.0,monetary_authority,total_treasury_securities,asset
4662,1970-04-01,Monetary authority; Treasury bills; asset,22407.0,monetary_authority,treasury_bills,asset
4663,1970-04-01,"Monetary authority; other Treasury securities, excluding Treasury bills; asset",35307.0,monetary_authority,other_treasury_securities_excluding_treasury_bills,asset
4664,1970-04-01,U.S.-chartered depository institutions; Treasury securities; asset,60310.0,u.s.-chartered_depository_institutions,treasury_securities,asset
4665,1970-04-01,Foreign banking offices in the U.S.; Treasury securities; asset,394.0,foreign_banking_offices_in_the_u.s.,treasury_securities,asset
4666,1970-04-01,Banks in U.S.-affiliated areas; Treasury securities; asset,261.0,banks_in_u.s.-affiliated_areas,treasury_securities,asset
4667,1970-04-01,Credit unions; Treasury securities; asset,553.0,credit_unions,treasury_securities,asset
4668,1970-04-01,"Property-casualty insurance companies; Treasury securities, including those held by U.S. residual market reinsurers; asset",3242.0,property-casualty_insurance_companies,treasury_securities_including_those_held_by_u.s._residual_market_reinsurers,asset
4669,1970-04-01,"Property-casualty insurance companies; Treasury bills, including those held by U.S. residual market reinsurers; asset",0.0,property-casualty_insurance_companies,treasury_bills_including_those_held_by_u.s._residual_market_reinsurers,asset
4670,1970-04-01,"Property-casualty insurance companies; other Treasury securities, including those held by U.S. residual market reinsurers, excluding Treasury bills; asset",3242.0,property-casualty_insurance_companies,other_treasury_securities_including_those_held_by_u.s._residual_market_reinsurers_excluding_treasury_bills,asset
4671,1970-04-01,Life insurance companies; Treasury securities; asset,4014.0,life_insurance_companies,treasury_securities,asset
4672,1970-04-01,"Life insurance companies; Treasury bills, including those held by U.S. captive reinsurers; asset",0.0,life_insurance_companies,treasury_bills_including_those_held_by_u.s._captive_reinsurers,asset
4673,1970-04-01,"Life insurance companies; other Treasury securities, including those held by U.S. captive reinsurers, excluding Treasury bills; asset",4014.0,life_insurance_companies,other_treasury_securities_including_those_held_by_u.s._captive_reinsurers_excluding_treasury_bills,asset
4674,1970-04-01,Private pension funds; Treasury securities; asset,1984.0,private_pension_funds,treasury_securities,asset
4675,1970-04-01,Private defined benefit pension funds; Treasury securities; asset,1488.0,private_defined_benefit_pension_funds,treasury_securities,asset
4676,1970-04-01,Private defined contribution pension funds; Treasury securities; asset,496.0,private_defined_contribution_pension_funds,treasury_securities,asset
4677,1970-04-01,Federal government retirement funds; Treasury securities; asset,26910.0,federal_government_retirement_funds,treasury_securities,asset
4678,1970-04-01,Federal government defined benefit retirement funds; Treasury securities; asset,26910.0,federal_government_defined_benefit_retirement_funds,treasury_securities,asset
4679,1970-04-01,Federal government defined contribution retirement funds; Treasury securities held by Thrift Savings Plan; asset,0.0,federal_government_defined_contribution_retirement_funds,treasury_securities_held_by_thrift_savings_plan,asset
4680,1970-04-01,State and local government employee defined benefit retirement funds; Treasury securities; asset,5179.0,state_and_local_government_employee_defined_benefit_retirement_funds,treasury_securities,asset
4681,1970-04-01,Money market funds; Treasury securities; asset,0.0,money_market_funds,treasury_securities,asset
4682,1970-04-01,Money market funds; Treasury bills; asset,0.0,money_market_funds,treasury_bills,asset
4683,1970-04-01,"Money market funds; Other Treasury securities, excluding Treasury bills; asset",0.0,money_market_funds,other_treasury_securities_excluding_treasury_bills,asset
4684,1970-04-01,Mutual funds; Treasury securities; asset (market value),2563.0,mutual_funds,treasury_securities,asset_(market_value)
4685,1970-04-01,Mutual funds; Treasury bills; asset,0.0,mutual_funds,treasury_bills,asset
4686,1970-04-01,"Mutual funds; other Treasury securities, excluding Treasury bills (includes all Treasury securities before 2010:Q4); asset",2563.0,mutual_funds,other_treasury_securities_excluding_treasury_bills_(includes_all_treasury_securities_before_2010:q4),asset
4687,1970-04-01,Closed-end funds; Treasury securities; asset,579.0,closed-end_funds,treasury_securities,asset
4688,1970-04-01,Exchange-traded funds; Treasury securities; asset,0.0,exchange-traded_funds,treasury_securities,asset
4689,1970-04-01,Government-sponsored enterprises; Treasury securities; asset,2701.0,government-sponsored_enterprises,treasury_securities,asset
4690,1970-04-01,Issuers of asset-backed securities; Treasury securities; asset,0.0,issuers_of_asset-backed_securities,treasury_securities,asset
4691,1970-04-01,Security brokers and dealers; Treasury securities (net); asset,620.0,security_brokers_and_dealers,treasury_securities_(net),asset
4692,1970-04-01,Holding companies; Treasury securities; asset,0.0,holding_companies,treasury_securities,asset
4693,1970-04-01,Other financial business; Treasury securities; asset,0.0,other_financial_business,treasury_securities,asset
4694,1970-04-01,Rest of the world; Treasury securities; asset,13687.0,rest_of_the_world,treasury_securities,asset
4695,1970-04-01,Rest of the world; Treasury bills and certificates; asset,0.0,rest_of_the_world,treasury_bills_and_certificates,asset
4696,1970-04-01,"Rest of the world; other Treasury securities, excluding Treasury bills and certificates; asset",13687.0,rest_of_the_world,other_treasury_securities_excluding_treasury_bills_and_certificates,asset
4697,1970-04-01,Instrument discrepancies; Treasury securities (level),0.0,,,
4698,1970-07-01,Federal government; Treasury securities; liability,308087.0,federal_government,treasury_securities,liability
4699,1970-07-01,Federal government; marketable Treasury securities; liability,229196.0,federal_government,marketable_treasury_securities,liability
4700,1970-07-01,Federal government; Treasury bills; liability,80691.0,federal_government,treasury_bills,liability
4701,1970-07-01,Federal government; other marketable Treasury securities; liability,148505.0,federal_government,other_marketable_treasury_securities,liability
4702,1970-07-01,Federal government; long-term marketable Treasury securities issued to the Civil Service Retirement Fund through the Federal Financing Bank; liability,0.0,federal_government,long-term_marketable_treasury_securities_issued_to_the_civil_service_retirement_fund_through_the_federal_financing_bank,liability
4703,1970-07-01,Federal government; nonmarketable Treasury securities; liability,78891.0,federal_government,nonmarketable_treasury_securities,liability
4704,1970-07-01,Federal government; U.S. savings securities; liability,51704.0,federal_government,u.s._savings_securities,liability
4705,1970-07-01,State and local governments; State and local government series securities (SLGS); asset,0.0,state_and_local_governments,state_and_local_government_series_securities_(slgs),asset
4706,1970-07-01,Federal government defined contribution retirement funds; Treasury securities held by Thrift Savings Plan G Fund; asset,0.0,federal_government_defined_contribution_retirement_funds,treasury_securities_held_by_thrift_savings_plan_g_fund,asset
4707,1970-07-01,Federal government defined benefit retirement funds; nonmarketable Treasury securities; asset,27046.0,federal_government_defined_benefit_retirement_funds,nonmarketable_treasury_securities,asset
4708,1970-07-01,Other financial business; nonmarketable Treasury securities held by Federal Reserve credit facility LLCs; asset ,0.0,other_financial_business,nonmarketable_treasury_securities_held_by_federal_reserve_credit_facility_llcs,asset
4709,1970-07-01,Federal government; other nonmarketable Treasury securities; liability,141.0,federal_government,other_nonmarketable_treasury_securities,liability
4710,1970-07-01,All sectors; Treasury securities; asset,308087.0,all_sectors,treasury_securities,asset
4711,1970-07-01,Households and nonprofit organizations; Treasury securities; asset,85911.0,households_and_nonprofit_organizations,treasury_securities,asset
4712,1970-07-01,Z1/Z1/FL313161400.Q.1,51704.0,,,
4713,1970-07-01,"Households and nonprofit organizations; Treasury securities, excluding U.S. savings securities; asset",34207.0,households_and_nonprofit_organizations,treasury_securities_excluding_u.s._savings_securities,asset
4714,1970-07-01,Nonfinancial corporate business; Treasury securities; asset,6966.0,nonfinancial_corporate_business,treasury_securities,asset
4715,1970-07-01,Nonfinancial noncorporate business; total U.S. government securities; asset,650.0,nonfinancial_noncorporate_business,total_u.s._government_securities,asset
4716,1970-07-01,"State and local governments; Treasury securities, including SLGS; asset",23868.0,state_and_local_governments,treasury_securities_including_slgs,asset
4717,1970-07-01,Z1/Z1/FL213061120.Q.1,0.0,,,
4718,1970-07-01,"State and local governments; Treasury securities, excluding SLGS; asset",23868.0,state_and_local_governments,treasury_securities_excluding_slgs,asset
4719,1970-07-01,Monetary authority; total Treasury securities; asset,59975.0,monetary_authority,total_treasury_securities,asset
4720,1970-07-01,Monetary authority; Treasury bills; asset,24110.0,monetary_authority,treasury_bills,asset
4721,1970-07-01,"Monetary authority; other Treasury securities, excluding Treasury bills; asset",35865.0,monetary_authority,other_treasury_securities_excluding_treasury_bills,asset
4722,1970-07-01,U.S.-chartered depository institutions; Treasury securities; asset,65415.0,u.s.-chartered_depository_institutions,treasury_securities,asset
4723,1970-07-01,Foreign banking offices in the U.S.; Treasury securities; asset,488.0,foreign_banking_offices_in_the_u.s.,treasury_securities,asset
4724,1970-07-01,Banks in U.S.-affiliated areas; Treasury securities; asset,268.0,banks_in_u.s.-affiliated_areas,treasury_securities,asset
4725,1970-07-01,Credit unions; Treasury securities; asset,555.0,credit_unions,treasury_securities,asset
4726,1970-07-01,"Property-casualty insurance companies; Treasury securities, including those held by U.S. residual market reinsurers; asset",3388.0,property-casualty_insurance_companies,treasury_securities_including_those_held_by_u.s._residual_market_reinsurers,asset
4727,1970-07-01,"Property-casualty insurance companies; Treasury bills, including those held by U.S. residual market reinsurers; asset",0.0,property-casualty_insurance_companies,treasury_bills_including_those_held_by_u.s._residual_market_reinsurers,asset
4728,1970-07-01,"Property-casualty insurance companies; other Treasury securities, including those held by U.S. residual market reinsurers, excluding Treasury bills; asset",3388.0,property-casualty_insurance_companies,other_treasury_securities_including_those_held_by_u.s._residual_market_reinsurers_excluding_treasury_bills,asset
4729,1970-07-01,Life insurance companies; Treasury securities; asset,4147.0,life_insurance_companies,treasury_securities,asset
4730,1970-07-01,"Life insurance companies; Treasury bills, including those held by U.S. captive reinsurers; asset",0.0,life_insurance_companies,treasury_bills_including_those_held_by_u.s._captive_reinsurers,asset
4731,1970-07-01,"Life insurance companies; other Treasury securities, including those held by U.S. captive reinsurers, excluding Treasury bills; asset",4147.0,life_insurance_companies,other_treasury_securities_including_those_held_by_u.s._captive_reinsurers_excluding_treasury_bills,asset
4732,1970-07-01,Private pension funds; Treasury securities; asset,2152.0,private_pension_funds,treasury_securities,asset
4733,1970-07-01,Private defined benefit pension funds; Treasury securities; asset,1614.0,private_defined_benefit_pension_funds,treasury_securities,asset
4734,1970-07-01,Private defined contribution pension funds; Treasury securities; asset,538.0,private_defined_contribution_pension_funds,treasury_securities,asset
4735,1970-07-01,Federal government retirement funds; Treasury securities; asset,27046.0,federal_government_retirement_funds,treasury_securities,asset
4736,1970-07-01,Federal government defined benefit retirement funds; Treasury securities; asset,27046.0,federal_government_defined_benefit_retirement_funds,treasury_securities,asset
4737,1970-07-01,Federal government defined contribution retirement funds; Treasury securities held by Thrift Savings Plan; asset,0.0,federal_government_defined_contribution_retirement_funds,treasury_securities_held_by_thrift_savings_plan,asset
4738,1970-07-01,State and local government employee defined benefit retirement funds; Treasury securities; asset,5274.0,state_and_local_government_employee_defined_benefit_retirement_funds,treasury_securities,asset
4739,1970-07-01,Money market funds; Treasury securities; asset,0.0,money_market_funds,treasury_securities,asset
4740,1970-07-01,Money market funds; Treasury bills; asset,0.0,money_market_funds,treasury_bills,asset
4741,1970-07-01,"Money market funds; Other Treasury securities, excluding Treasury bills; asset",0.0,money_market_funds,other_treasury_securities_excluding_treasury_bills,asset
4742,1970-07-01,Mutual funds; Treasury securities; asset (market value),822.0,mutual_funds,treasury_securities,asset_(market_value)
4743,1970-07-01,Mutual funds; Treasury bills; asset,0.0,mutual_funds,treasury_bills,asset
4744,1970-07-01,"Mutual funds; other Treasury securities, excluding Treasury bills (includes all Treasury securities before 2010:Q4); asset",822.0,mutual_funds,other_treasury_securities_excluding_treasury_bills_(includes_all_treasury_securities_before_2010:q4),asset
4745,1970-07-01,Closed-end funds; Treasury securities; asset,518.0,closed-end_funds,treasury_securities,asset
4746,1970-07-01,Exchange-traded funds; Treasury securities; asset,0.0,exchange-traded_funds,treasury_securities,asset
4747,1970-07-01,Government-sponsored enterprises; Treasury securities; asset,2212.0,government-sponsored_enterprises,treasury_securities,asset
4748,1970-07-01,Issuers of asset-backed securities; Treasury securities; asset,0.0,issuers_of_asset-backed_securities,treasury_securities,asset
4749,1970-07-01,Security brokers and dealers; Treasury securities (net); asset,2007.0,security_brokers_and_dealers,treasury_securities_(net),asset
4750,1970-07-01,Holding companies; Treasury securities; asset,0.0,holding_companies,treasury_securities,asset
4751,1970-07-01,Other financial business; Treasury securities; asset,0.0,other_financial_business,treasury_securities,asset
4752,1970-07-01,Rest of the world; Treasury securities; asset,16425.0,rest_of_the_world,treasury_securities,asset
4753,1970-07-01,Rest of the world; Treasury bills and certificates; asset,0.0,rest_of_the_world,treasury_bills_and_certificates,asset
4754,1970-07-01,"Rest of the world; other Treasury securities, excluding Treasury bills and certificates; asset",16425.0,rest_of_the_world,other_treasury_securities_excluding_treasury_bills_and_certificates,asset
4755,1970-07-01,Instrument discrepancies; Treasury securities (level),0.0,,,
4756,1970-10-01,Federal government; Treasury securities; liability,317451.0,federal_government,treasury_securities,liability
4757,1970-10-01,Federal government; marketable Treasury securities; liability,237659.0,federal_government,marketable_treasury_securities,liability
4758,1970-10-01,Federal government; Treasury bills; liability,87923.0,federal_government,treasury_bills,liability
4759,1970-10-01,Federal government; other marketable Treasury securities; liability,149736.0,federal_government,other_marketable_treasury_securities,liability
4760,1970-10-01,Federal government; long-term marketable Treasury securities issued to the Civil Service Retirement Fund through the Federal Financing Bank; liability,0.0,federal_government,long-term_marketable_treasury_securities_issued_to_the_civil_service_retirement_fund_through_the_federal_financing_bank,liability
4761,1970-10-01,Federal government; nonmarketable Treasury securities; liability,79792.0,federal_government,nonmarketable_treasury_securities,liability
4762,1970-10-01,Federal government; U.S. savings securities; liability,52089.0,federal_government,u.s._savings_securities,liability
4763,1970-10-01,State and local governments; State and local government series securities (SLGS); asset,0.0,state_and_local_governments,state_and_local_government_series_securities_(slgs),asset
4764,1970-10-01,Federal government defined contribution retirement funds; Treasury securities held by Thrift Savings Plan G Fund; asset,0.0,federal_government_defined_contribution_retirement_funds,treasury_securities_held_by_thrift_savings_plan_g_fund,asset
4765,1970-10-01,Federal government defined benefit retirement funds; nonmarketable Treasury securities; asset,27528.0,federal_government_defined_benefit_retirement_funds,nonmarketable_treasury_securities,asset
4766,1970-10-01,Other financial business; nonmarketable Treasury securities held by Federal Reserve credit facility LLCs; asset ,0.0,other_financial_business,nonmarketable_treasury_securities_held_by_federal_reserve_credit_facility_llcs,asset
4767,1970-10-01,Federal government; other nonmarketable Treasury securities; liability,175.0,federal_government,other_nonmarketable_treasury_securities,liability
4768,1970-10-01,All sectors; Treasury securities; asset,317451.0,all_sectors,treasury_securities,asset
4769,1970-10-01,Households and nonprofit organizations; Treasury securities; asset,83041.0,households_and_nonprofit_organizations,treasury_securities,asset
4770,1970-10-01,Z1/Z1/FL313161400.Q.1,52089.0,,,
4771,1970-10-01,"Households and nonprofit organizations; Treasury securities, excluding U.S. savings securities; asset",30952.0,households_and_nonprofit_organizations,treasury_securities_excluding_u.s._savings_securities,asset
4772,1970-10-01,Nonfinancial corporate business; Treasury securities; asset,6283.0,nonfinancial_corporate_business,treasury_securities,asset
4773,1970-10-01,Nonfinancial noncorporate business; total U.S. government securities; asset,700.0,nonfinancial_noncorporate_business,total_u.s._government_securities,asset
4774,1970-10-01,"State and local governments; Treasury securities, including SLGS; asset",22940.0,state_and_local_governments,treasury_securities_including_slgs,asset
4775,1970-10-01,Z1/Z1/FL213061120.Q.1,0.0,,,
4776,1970-10-01,"State and local governments; Treasury securities, excluding SLGS; asset",22940.0,state_and_local_governments,treasury_securities_excluding_slgs,asset
4777,1970-10-01,Monetary authority; total Treasury securities; asset,62142.0,monetary_authority,total_treasury_securities,asset
4778,1970-10-01,Monetary authority; Treasury bills; asset,25965.0,monetary_authority,treasury_bills,asset
4779,1970-10-01,"Monetary authority; other Treasury securities, excluding Treasury bills; asset",36177.0,monetary_authority,other_treasury_securities_excluding_treasury_bills,asset
4780,1970-10-01,U.S.-chartered depository institutions; Treasury securities; asset,71287.0,u.s.-chartered_depository_institutions,treasury_securities,asset
4781,1970-10-01,Foreign banking offices in the U.S.; Treasury securities; asset,497.0,foreign_banking_offices_in_the_u.s.,treasury_securities,asset
4782,1970-10-01,Banks in U.S.-affiliated areas; Treasury securities; asset,277.0,banks_in_u.s.-affiliated_areas,treasury_securities,asset
4783,1970-10-01,Credit unions; Treasury securities; asset,558.0,credit_unions,treasury_securities,asset
4784,1970-10-01,"Property-casualty insurance companies; Treasury securities, including those held by U.S. residual market reinsurers; asset",3398.0,property-casualty_insurance_companies,treasury_securities_including_those_held_by_u.s._residual_market_reinsurers,asset
4785,1970-10-01,"Property-casualty insurance companies; Treasury bills, including those held by U.S. residual market reinsurers; asset",0.0,property-casualty_insurance_companies,treasury_bills_including_those_held_by_u.s._residual_market_reinsurers,asset
4786,1970-10-01,"Property-casualty insurance companies; other Treasury securities, including those held by U.S. residual market reinsurers, excluding Treasury bills; asset",3398.0,property-casualty_insurance_companies,other_treasury_securities_including_those_held_by_u.s._residual_market_reinsurers_excluding_treasury_bills,asset
4787,1970-10-01,Life insurance companies; Treasury securities; asset,4042.0,life_insurance_companies,treasury_securities,asset
4788,1970-10-01,"Life insurance companies; Treasury bills, including those held by U.S. captive reinsurers; asset",0.0,life_insurance_companies,treasury_bills_including_those_held_by_u.s._captive_reinsurers,asset
4789,1970-10-01,"Life insurance companies; other Treasury securities, including those held by U.S. captive reinsurers, excluding Treasury bills; asset",4042.0,life_insurance_companies,other_treasury_securities_including_those_held_by_u.s._captive_reinsurers_excluding_treasury_bills,asset
4790,1970-10-01,Private pension funds; Treasury securities; asset,2124.0,private_pension_funds,treasury_securities,asset
4791,1970-10-01,Private defined benefit pension funds; Treasury securities; asset,1593.0,private_defined_benefit_pension_funds,treasury_securities,asset
4792,1970-10-01,Private defined contribution pension funds; Treasury securities; asset,531.0,private_defined_contribution_pension_funds,treasury_securities,asset
4793,1970-10-01,Federal government retirement funds; Treasury securities; asset,27528.0,federal_government_retirement_funds,treasury_securities,asset
4794,1970-10-01,Federal government defined benefit retirement funds; Treasury securities; asset,27528.0,federal_government_defined_benefit_retirement_funds,treasury_securities,asset
4795,1970-10-01,Federal government defined contribution retirement funds; Treasury securities held by Thrift Savings Plan; asset,0.0,federal_government_defined_contribution_retirement_funds,treasury_securities_held_by_thrift_savings_plan,asset
4796,1970-10-01,State and local government employee defined benefit retirement funds; Treasury securities; asset,5104.0,state_and_local_government_employee_defined_benefit_retirement_funds,treasury_securities,asset
4797,1970-10-01,Money market funds; Treasury securities; asset,0.0,money_market_funds,treasury_securities,asset
4798,1970-10-01,Money market funds; Treasury bills; asset,0.0,money_market_funds,treasury_bills,asset
4799,1970-10-01,"Money market funds; Other Treasury securities, excluding Treasury bills; asset",0.0,money_market_funds,other_treasury_securities_excluding_treasury_bills,asset
4800,1970-10-01,Mutual funds; Treasury securities; asset (market value),850.0,mutual_funds,treasury_securities,asset_(market_value)
4801,1970-10-01,Mutual funds; Treasury bills; asset,0.0,mutual_funds,treasury_bills,asset
4802,1970-10-01,"Mutual funds; other Treasury securities, excluding Treasury bills (includes all Treasury securities before 2010:Q4); asset",850.0,mutual_funds,other_treasury_securities_excluding_treasury_bills_(includes_all_treasury_securities_before_2010:q4),asset
4803,1970-10-01,Closed-end funds; Treasury securities; asset,491.0,closed-end_funds,treasury_securities,asset
4804,1970-10-01,Exchange-traded funds; Treasury securities; asset,0.0,exchange-traded_funds,treasury_securities,asset
4805,1970-10-01,Government-sponsored enterprises; Treasury securities; asset,3059.0,government-sponsored_enterprises,treasury_securities,asset
4806,1970-10-01,Issuers of asset-backed securities; Treasury securities; asset,0.0,issuers_of_asset-backed_securities,treasury_securities,asset
4807,1970-10-01,Security brokers and dealers; Treasury securities (net); asset,3398.0,security_brokers_and_dealers,treasury_securities_(net),asset
4808,1970-10-01,Holding companies; Treasury securities; asset,0.0,holding_companies,treasury_securities,asset
4809,1970-10-01,Other financial business; Treasury securities; asset,0.0,other_financial_business,treasury_securities,asset
4810,1970-10-01,Rest of the world; Treasury securities; asset,19732.0,rest_of_the_world,treasury_securities,asset
4811,1970-10-01,Rest of the world; Treasury bills and certificates; asset,0.0,rest_of_the_world,treasury_bills_and_certificates,asset
4812,1970-10-01,"Rest of the world; other Treasury securities, excluding Treasury bills and certificates; asset",19732.0,rest_of_the_world,other_treasury_securities_excluding_treasury_bills_and_certificates,asset
4813,1970-10-01,Instrument discrepancies; Treasury securities (level),0.0,,,
4814,1971-01-01,Federal government; Treasury securities; liability,320237.0,federal_government,treasury_securities,liability
4815,1971-01-01,Federal government; marketable Treasury securities; liability,239296.0,federal_government,marketable_treasury_securities,liability
4816,1971-01-01,Federal government; Treasury bills; liability,88977.0,federal_government,treasury_bills,liability
4817,1971-01-01,Federal government; other marketable Treasury securities; liability,150319.0,federal_government,other_marketable_treasury_securities,liability
4818,1971-01-01,Federal government; long-term marketable Treasury securities issued to the Civil Service Retirement Fund through the Federal Financing Bank; liability,0.0,federal_government,long-term_marketable_treasury_securities_issued_to_the_civil_service_retirement_fund_through_the_federal_financing_bank,liability
4819,1971-01-01,Federal government; nonmarketable Treasury securities; liability,80941.0,federal_government,nonmarketable_treasury_securities,liability
4820,1971-01-01,Federal government; U.S. savings securities; liability,52533.0,federal_government,u.s._savings_securities,liability
4821,1971-01-01,State and local governments; State and local government series securities (SLGS); asset,0.0,state_and_local_governments,state_and_local_government_series_securities_(slgs),asset
4822,1971-01-01,Federal government defined contribution retirement funds; Treasury securities held by Thrift Savings Plan G Fund; asset,0.0,federal_government_defined_contribution_retirement_funds,treasury_securities_held_by_thrift_savings_plan_g_fund,asset
4823,1971-01-01,Federal government defined benefit retirement funds; nonmarketable Treasury securities; asset,27726.0,federal_government_defined_benefit_retirement_funds,nonmarketable_treasury_securities,asset
4824,1971-01-01,Other financial business; nonmarketable Treasury securities held by Federal Reserve credit facility LLCs; asset ,0.0,other_financial_business,nonmarketable_treasury_securities_held_by_federal_reserve_credit_facility_llcs,asset
4825,1971-01-01,Federal government; other nonmarketable Treasury securities; liability,682.0,federal_government,other_nonmarketable_treasury_securities,liability
4826,1971-01-01,All sectors; Treasury securities; asset,320237.0,all_sectors,treasury_securities,asset
4827,1971-01-01,Households and nonprofit organizations; Treasury securities; asset,79938.0,households_and_nonprofit_organizations,treasury_securities,asset
4828,1971-01-01,Z1/Z1/FL313161400.Q.1,52533.0,,,
4829,1971-01-01,"Households and nonprofit organizations; Treasury securities, excluding U.S. savings securities; asset",27405.0,households_and_nonprofit_organizations,treasury_securities_excluding_u.s._savings_securities,asset
4830,1971-01-01,Nonfinancial corporate business; Treasury securities; asset,5735.0,nonfinancial_corporate_business,treasury_securities,asset
4831,1971-01-01,Nonfinancial noncorporate business; total U.S. government securities; asset,750.0,nonfinancial_noncorporate_business,total_u.s._government_securities,asset
4832,1971-01-01,"State and local governments; Treasury securities, including SLGS; asset",22010.0,state_and_local_governments,treasury_securities_including_slgs,asset
4833,1971-01-01,Z1/Z1/FL213061120.Q.1,0.0,,,
4834,1971-01-01,"State and local governments; Treasury securities, excluding SLGS; asset",22010.0,state_and_local_governments,treasury_securities_excluding_slgs,asset
4835,1971-01-01,Monetary authority; total Treasury securities; asset,63860.0,monetary_authority,total_treasury_securities,asset
4836,1971-01-01,Monetary authority; Treasury bills; asset,25638.0,monetary_authority,treasury_bills,asset
4837,1971-01-01,"Monetary authority; other Treasury securities, excluding Treasury bills; asset",38222.0,monetary_authority,other_treasury_securities_excluding_treasury_bills,asset
4838,1971-01-01,U.S.-chartered depository institutions; Treasury securities; asset,72198.0,u.s.-chartered_depository_institutions,treasury_securities,asset
4839,1971-01-01,Foreign banking offices in the U.S.; Treasury securities; asset,458.0,foreign_banking_offices_in_the_u.s.,treasury_securities,asset
4840,1971-01-01,Banks in U.S.-affiliated areas; Treasury securities; asset,307.0,banks_in_u.s.-affiliated_areas,treasury_securities,asset
4841,1971-01-01,Credit unions; Treasury securities; asset,562.0,credit_unions,treasury_securities,asset
4842,1971-01-01,"Property-casualty insurance companies; Treasury securities, including those held by U.S. residual market reinsurers; asset",3328.0,property-casualty_insurance_companies,treasury_securities_including_those_held_by_u.s._residual_market_reinsurers,asset
4843,1971-01-01,"Property-casualty insurance companies; Treasury bills, including those held by U.S. residual market reinsurers; asset",0.0,property-casualty_insurance_companies,treasury_bills_including_those_held_by_u.s._residual_market_reinsurers,asset
4844,1971-01-01,"Property-casualty insurance companies; other Treasury securities, including those held by U.S. residual market reinsurers, excluding Treasury bills; asset",3328.0,property-casualty_insurance_companies,other_treasury_securities_including_those_held_by_u.s._residual_market_reinsurers_excluding_treasury_bills,asset
4845,1971-01-01,Life insurance companies; Treasury securities; asset,4004.0,life_insurance_companies,treasury_securities,asset
4846,1971-01-01,"Life insurance companies; Treasury bills, including those held by U.S. captive reinsurers; asset",0.0,life_insurance_companies,treasury_bills_including_those_held_by_u.s._captive_reinsurers,asset
4847,1971-01-01,"Life insurance companies; other Treasury securities, including those held by U.S. captive reinsurers, excluding Treasury bills; asset",4004.0,life_insurance_companies,other_treasury_securities_including_those_held_by_u.s._captive_reinsurers_excluding_treasury_bills,asset
4848,1971-01-01,Private pension funds; Treasury securities; asset,2259.0,private_pension_funds,treasury_securities,asset
4849,1971-01-01,Private defined benefit pension funds; Treasury securities; asset,1694.0,private_defined_benefit_pension_funds,treasury_securities,asset
4850,1971-01-01,Private defined contribution pension funds; Treasury securities; asset,565.0,private_defined_contribution_pension_funds,treasury_securities,asset
4851,1971-01-01,Federal government retirement funds; Treasury securities; asset,27726.0,federal_government_retirement_funds,treasury_securities,asset
4852,1971-01-01,Federal government defined benefit retirement funds; Treasury securities; asset,27726.0,federal_government_defined_benefit_retirement_funds,treasury_securities,asset
4853,1971-01-01,Federal government defined contribution retirement funds; Treasury securities held by Thrift Savings Plan; asset,0.0,federal_government_defined_contribution_retirement_funds,treasury_securities_held_by_thrift_savings_plan,asset
4854,1971-01-01,State and local government employee defined benefit retirement funds; Treasury securities; asset,4880.0,state_and_local_government_employee_defined_benefit_retirement_funds,treasury_securities,asset
4855,1971-01-01,Money market funds; Treasury securities; asset,0.0,money_market_funds,treasury_securities,asset
4856,1971-01-01,Money market funds; Treasury bills; asset,0.0,money_market_funds,treasury_bills,asset
